latin,english,french,spanish,chinese,cas,pl_list
sulfabenzamidum,sulfabenzamide,sulfabenzamide,sulfabenzamida,磺胺苯酰,,
dextilidinum,dextilidine,dextilidine,dextilidina,右替利定,,
benfosforminum,benfosformin,benfosformine,benfosformina,苄磷福明,,
pramiverinum,pramiverine,pramivérine,pramiverina,普拉维林,,
,riboflavin,riboflavine,riboflavina,核黄素,,
,flucarbril,flucarbril,flucarbrilo,氟卡布利,,
rilimogenum galvacirepvecum,rilimogene galvacirepvec,rilimogène galvacirépvec,rilimogén galvacirepvec,加伐瑞莫基,,
calusteronum,calusterone,calustérone,calusterona,卡芦睾酮,,
suxemeridum,suxemerid,suxéméride,suxemerid,琥甲哌酯,,
aprindinum,aprindine,aprindine,aprindina,阿普林定,,
tifluadomum,tifluadom,tifluadom,tifluadom,替氟朵,,
fenretinidum,fenretinide,fenrétinide,fenretinida,芬维A胺,,
hemoglobinum betafumarilum (bovinum),hemoglobin betafumaril (bovine),hémoglobine bêtafumaril (bovine),hemoglobina betafumarilo (bovina),牛倍他富血红蛋白,,
loreclezolum,loreclezole,loréclézole,loreclezol,氯瑞唑,,
tolquinzolum,tolquinzole,tolquinzole,tolquinzol,托喹醇,,
xenalipinum,xenalipin,xénalipine,xenalipina,联苯利平,,
benzoxonii chloridum,benzoxonium chloride,chlorure de benzoxonium,cloruro de benzoxonio,苯佐氯铵,,
,acetaminosalol,acétaminosalol,acetaminosalol,醋氨沙洛,,
sulfaguanolum,sulfaguanole,sulfaguanole,sulfaguanol,磺胺胍诺,,
morsuximidum,morsuximide,morsuximide,morsuximida,吗琥胺,,
pirbuterolum,pirbuterol,pirbutérol,pirbuterol,吡布特罗,,
imoxiterolum,imoxiterol,imoxitérol,imoxiterol,伊莫特罗,,
vibapapogenum autoleucelum,vibapapogene autoleucel,vibapapogène autoleucel,vibapapogén autoleucel,维帕基奥仑赛,,
revenastum,revenast,révénast,revenast,瑞那司特,,
cletoquinum,cletoquine,clétoquine,cletoquina,氯托喹,,
,isopropicillin,isopropicilline,isopropicilina,异丙西林,,
butaclamolum,butaclamol,butaclamol,butaclamol,布他拉莫,,
nalotimagenum carmaleucelum,nalotimagene carmaleucel,nalotimagène carmaleucel,nalotimagén carmaleucel,那基仑赛,,
drinidenum,drinidene,drinidène,drinideno,氨甲茚酮,,
alminoprofenum,alminoprofen,alminoprofène,alminoprofeno,阿明洛芬,,
zopolrestatum,zopolrestat,zopolrestat,zopolrestat,唑泊司他,,
mafosfamidum,mafosfamide,mafosfamide,mafosfamida,马磷酰胺,,
picenadolum,picenadol,picénadol,picenadol,哌西那多,,
natrii gualenas,sodium gualenate,gualénate de sodium,gualenato de sodio,呱仑酸钠,,
feclobuzonum,feclobuzone,féclobuzone,feclobuzona,苯氯布宗,,
samrotamabum vedotinum,samrotamab vedotin,samrotamab védotine,samrotamab vedotina,维沙马妥单抗,,
fentonii bromidum,fentonium bromide,bromure de fentonium,bromuro de fentonio,芬托溴铵,,
mespirenonum,mespirenone,mespirénone,mespirenona,美螺利酮,,
butafosfanum,butafosfan,butafosfan,butafosfán,布他磷,,
eretidigenum velentivecum,eretidigene velentivec,érétidigène vélentivec,eretidigén velentivec,卫兰伊太基,,
imidaprilum,imidapril,imidapril,imidapril,咪达普利,,
sintropii bromidum,sintropium bromide,bromure de sintropium,bromuro de sintropio,辛托溴铵,,
dazepinilum,dazepinil,dazépinil,dazepinilo,氮尼尔,,
oxophenarsinum,oxophenarsine,oxophénarsine,oxofenarsina,氧芬胂,,
salmefamolum,salmefamol,salméfamol,salmefamol,沙甲胺醇,,
dexproxibutenum,dexproxibutene,dexproxibutène,dexproxibuteno,右丙昔丁烯,,
terbuficinum,terbuficin,terbuficine,terbuficina,特布非新,,
cetirizinum,cetirizine,cétirizine,cetirizina,西替利嗪,,
oxepinacum,oxepinac,oxépinac,oxepinaco,奥昔平酸,,
fetoxilatum,fetoxilate,fétoxilate,fetoxilato,非托西酯,,
esorubicinum,esorubicin,ésorubicine,esorubicina,依索比星,,
butaprostum,butaprost,butaprost,butaprost,布他前列素,,
aspartamum,aspartame,aspartam,aspartamo,阿司帕坦,,
econazolum,econazole,éconazole,econazol,益康唑,,
tolufazepamum,tolufazepam,tolufazépam,tolufazepam,甲磺西泮,,
oftasceinum,oftasceine,oftascéine,oftasceína,奥荧光素,,
norletimolum,norletimol,norlétimol,norletimol,诺来替酚,,
fedrilatum,fedrilate,fédrilate,fedrilato,非屈酯,,
medorubicinum,medorubicin,médorubicine,medorubicina,美多比星,,
disiquonii chloridum,disiquonium chloride,chlorure de disiquonium,disicuonio cloruro,地西氯铵,,
liranaftatum,liranaftate,liranaftate,liranaftato,利拉萘酯,,
mitozolomidum,mitozolomide,mitozolomide,mitozolomida,米托唑胺,,
mitonafidum,mitonafide,mitonafide,mitonafida,米托萘胺,,
misonidazolum,misonidazole,misonidazole,misonidazol,米索硝唑,,
isamoxolum,isamoxole,isamoxole,isamoxol,艾沙唑,,
suricainidum,suricainide,suricaïnide,suricainida,舒立卡尼,,
propatylnitratum,propatylnitrate,propatylnitrate,propatilnitrato,丙帕硝酯,,
calcii glubionas,calcium glubionate,glubionate de calcium,glubionato de calcio,葡乳醛酸钙,,
enpirolinum,enpiroline,enpiroline,enpirolina,恩哌罗林,,
adrenomedullinum pegolum,adrenomedullin pegol,adrénomedulline pégol,adrenomedulina pegol,培阿麦度林,,
nocloprostum,nocloprost,nocloprost,nocloprost,诺氯前列素,,
phenolphthaleinum,phenolphthalein,phénolphtaléine,fenolftaleína,酚酞,,
nivimedonum,nivimedone,nivimédone,nivimedona,尼维美酮,,
kalii glucaldras,potassium glucaldrate,glucaldrate de potassium,glucaldrato de potasio,葡铝酸钾,,
croconazolum,croconazole,croconazol,croconazol,氯康唑,,
mebrofeninum,mebrofenin,mébrofénine,mebrofenina,甲溴苯宁,,
bufeniodum,bufeniode,buféniode,bufeniodo,丁苯碘胺,,
estrofuratum,estrofurate,estrofurate,estrofurato,雌呋酯,,
aclantatum,aclantate,aclantate,aclantato,阿克兰酯,,
rilimogenum glafolivecum,rilimogene glafolivec,rilimogène glafolivec,rilimogén glafolivec,格福瑞莫基,,
melphalanum flufenamidum,melphalan flufenamide,melphalan flufénamide,melfalán flufenamida,氟美法仑,,
iofetaminum (123I),iofetamine (123i),iofétamine (123I),iofetamina (123I),碘[123I]非他胺,,
adafenoxatum,adafenoxate,adafénoxate,adafenoxato,金刚芬酯,,
sulfasuccinamidum,sulfasuccinamide,sulfasuccinamide,sulfasuccinamida,磺胺琥珀酸,,
siguazodanum,siguazodan,siguazodan,siguazodán,氰胍佐旦,,
moxnidazolum,moxnidazole,moxnidazole,moxnidazol,吗硝唑,,
mefexamidum,mefexamide,méfexamide,mefexamida,美非沙胺,,
ciltoprazinum,ciltoprazine,ciltoprazine,ciltoprazina,西托哌嗪,,
decoquinatum,decoquinate,décoquinate,decoquinato,地考喹酯,,
rilmazafonum,rilmazafone,rilmazafone,rilmazafona,利马扎封,,
enpromatum,enpromate,enpromate,enpromato,恩普氨酯,,
zimidobenum,zimidoben,zimidoben,zimidobén,齐咪苯,,
mecetronii etilsulfas,mecetronium etilsulfate,étilsulfate de mécétronium,etilsulfato de mecetronio,乙硫美西铵,,
camiverinum,camiverine,camivérine,camiverina,卡米维林,,
secoverinum,secoverine,sécovérine,secoverina,司考维林,,
zoliprofenum,zoliprofen,zoliprofène,zoliprofeno,唑利洛芬,,
cirolemycinum,cirolemycin,cirolémycine,cirolemicina,西罗霉素,,
mepramidilum,mepramidil,mépramidil,mepramidil,美普地尔,,
,auriclosene,auriclosène,auricloseno,奥立氯生,,
octreotidum,octreotide,octréotide,octreotida,奥曲肽,,
unoprostonum,unoprostone,unoprostone,unoprostona,乌诺前列酮,,
zenarestatum,zenarestat,zénarestat,zenarestat,泽那司他,,
flufyllinum,flufylline,flufylline,flufilina,氟鲁茶碱,,
oxdralazinum,oxdralazine,oxdralazine,oxdralazina,奥屈嗪,,
zilantelum,zilantel,zilantel,zilantel,齐仑太尔,,
denaverinum,denaverine,dénavérine,denaverina,地那维林,,
ribostamycinum,ribostamycin,ribostamycine,ribostamicina,核糖霉素,,
tiquizii bromidum,tiquizium bromide,bromure de tiquizium,bromuro de tiquizio,替喹溴胺,,
clogestonum,clogestone,clogestone,clogestona,氯孕酮,,
valproatum pivoxilum,valproate pivoxil,valproate pivoxil,valproato de pivoxilo,丙戊匹酯,,
aminoethylis nitras,aminoethyl nitrate,nitrate d'aminoéthyle,nitrato de aminoetilo,氨乙硝酯,,
batebulastum,batebulast,batébulast,batebulast,巴布司特,,
drocinonidum,drocinonide,drocinonide,drocinónida,羟西奈德,,
flotrenizinum,flotrenizine,flotrénizine,flotrenizina,氟曲尼嗪,,
amikacinum,amikacin,amikacine,amikacina,阿米卡星,,
morniflumatum,morniflumate,morniflumate,morniflumato,吗尼氟酯,,
retlirafuspum alfa,retlirafusp alfa,rétlirafusp alfa,retlirafusp alfa,瑞拉芙普α,,
forfenimexum,forfenimex,forfénimex,forfenimex,福酚美克,,
acidum piromidicum,piromidic acid,acide piromidique,ácido piromídico,吡咯米酸,,
sulfaclozinum,sulfaclozine,sulfaclozine,sulfaclozina,磺胺氯吡嗪,,
natrii hexacyclonas,sodium hexacyclonate,hexacyclonate de sodium,hexaciclonato de sodio,己洛酸钠,,
vasopressini injectio,vasopressin injection,soluté injectable de vasopressine,inyectable de vasopresina,加压素注射剂,,
fletazepamum,fletazepam,flétazépam,fletazepam,氟乙西泮,,
difeterolum,difeterol,difétérol,difeterol,二苯特罗,,
lonidaminum,lonidamine,lonidamine,lonidamina,氯尼达明,,
acidum protizinicum,protizinic acid,acide protizinique,ácido protizínico,丙替嗪酸,,
flurantelum,flurantel,flurantel,flurantel,氟仑太尔,,
razobazamum,razobazam,razobazam,razobazam,雷唑巴占,,
trequinsinum,trequinsin,tréquinsine,trequinsina,曲喹辛,,
zofenoprilum,zofenopril,zofénopril,zofenopril,佐芬普利,,
,fenmetramide,fenmétramide,fenmetramida,苯甲吗酮,,
carmetizidum,carmetizide,carmétizide,carmetizida,卡美噻嗪,,
tibeglisenum,tibeglisene,tibéglisène,tibegliseno,替格列新,,
prenoverinum,prenoverine,prénovérine,prenoverina,普瑞维林,,
citenamidum,citenamide,citénamide,citenamida,西替酰胺,,
exiprobenum,exiproben,exiprobène,exiprobén,依昔罗酸,,
toprilidinum,toprilidine,toprilidine,toprilidina,托普利定,,
pimetacinum,pimetacin,pimétacine,pimetacina,吡美辛,,
amodiaquinum,amodiaquine,amodiaquine,amodiaquina,阿莫地喹,,
piraxelatum,piraxelate,piraxélate,piraxelato,吡拉酯,,
,dimeprozan,diméprozan,dimeprozán,地美丙蒽,,
,draflazine,draflazine,draflazina,屈氟嗪,,
peboctocogenum camaparvovecum,peboctocogene camaparvovec,péboctocogène camaparvovec,peboctocogén camaparvovec,卡哌培可基,,
talmetoprimum,talmetoprim,talmétoprime,talmetoprima,酞美普林,,
cefteramum,cefteram,ceftéram,cefteram,头孢特仑,,
sulfaclorazolum,sulfaclorazole,sulfaclorazole,sulfaclorazol,磺胺氯唑,,
miboleronum,mibolerone,mibolérone,mibolerona,米勃酮,,
dibrospidii chloridum,dibrospidium chloride,chlorure de dibrospidium,cloruro de dibrospidio,二溴螺氯铵,,
atropini methonitras,atropine methonitrate,méthonitrate d'atropine,metonitrato de atropina,甲硝阿托品,,
antazolinum,antazoline,antazoline,antazolina,安他唑啉,,
bucladesinum,bucladesine,bucladésine,bucladesina,布拉地新,,
butropii bromidum,butropium bromide,bromure de butropium,bromuro de butropio,布托溴铵,,
zylofuraminum,zylofuramine,zylofuramine,zilofuramina,齐洛呋胺,,
cefivitrilum,cefivitril,céfivitril,cefivitrilo,头孢维曲,,
butikacinum,butikacin,butikacine,butikacina,布替卡星,,
spizofuronum,spizofurone,spizofurone,espizofurona,螺佐呋酮,,
lapirii chloridum,lapirium chloride,chlorure de lapirium,cloruro de lapirio,拉匹氯铵,,
tazasubratum,tazasubrate,tazasubrate,tazasubrato,他扎贝特,,
calcii saccharas,calcium saccharate,saccharate de calcium,sacarato de calcio,糖二酸钙,,
thiazinamii metilsulfas,thiazinamium metilsulfate,métilsulfate de thiazinamium,metilsulfato de tiazinamio,甲硫噻丙铵,,
bithionoloxidum,bithionoloxide,bithionoloxide,bitionolóxido,氧硫氯酚,,
camazepamum,camazepam,camazépam,camazepam,卡马西泮,,
acidum cinameticum,cinametic acid,acide cinamétique,ácido cinamético,桂美酸,,
bemetizidum,bemetizide,bémétizide,bemetizida,贝美噻嗪,,
zinci acetas basicum,"zinc acetate, basic","zinc, acétate basique de",acetato básico de zinc,碱式醋酸锌,,
alpiropridum,alpiropride,alpiropride,alpiroprida,阿吡必利,,
etoloxaminum,etoloxamine,étoloxamine,etoloxamina,依托洛胺,,
clofoctolum,clofoctol,clofoctol,clofoctol,氯福克酚,,
tiafibratum,tiafibrate,tiafibrate,tiafibrato,硫贝特,,
,allylestrenol,allylestrénol,alilestrenol,烯丙雌醇,,
acidum tienilicum,tienilic acid,acide tiénilique,ácido tienílico,替尼酸,,
policresulenum,policresulen,policrésulène,policresuleno,聚甲酚磺醛,,
cinepazidum,cinepazide,cinépazide,cinepazida,桂哌齐特,,
ceftiolenum,ceftiolene,ceftiolène,ceftioleno,头孢噻林,,
,befiperide,béfipéride,befiperida,苄非哌胺,,
acidum dimecroticum,dimecrotic acid,acide dimécrotique,ácido dimecrótico,地美罗酸,,
otimeratum natricum,otimerate sodium,otimérate sodique,otimerato de sodio,奥汞酸钠,,
metamelfalanum,metamelfalan,métamelfalan,metamelfalán,美他法仑,,
nisbuterolum,nisbuterol,nisbutérol,nisbuterol,尼司特罗,,
mirzotamabum clezutoclaxum,mirzotamab clezutoclax,mirzotamab clezutoclax,mirzotamab clezutoclax,克米佐妥单抗,,
trifenagrelum,trifenagrel,trifénagrel,trifenagrel,三苯格雷,,
procinololum,procinolol,procinolol,procinolol,普西洛尔,,
idaverinum,idaverine,idavérine,idaverina,异达维林,,
valdetamidum,valdetamide,valdétamide,valdetamida,戊地胺,,
acrocinonidum,acrocinonide,acrocinonide,acrocinonida,阿克奈德,,
benzododecinii chloridum,benzododecinium chloride,chlorure de benzododécinium,cloruro de benzododecinio,苯度氯铵,,
vindeburnolum,vindeburnol,vindéburnol,vindeburnol,长春布醇,,
pretamazii iodidum,pretamazium iodide,iodure de prétamazium,ioduro de pretamazio,普马碘铵,,
cinfenoacum,cinfenoac,cinfénoac,cinfenoaco,辛芬酸,,
glycerolum,glycerol,glycérol,glicerol,甘油,,
bipenamolum,bipenamol,bipénamol,bipenamol,比培那醇,,
bisfenazonum,bisfenazone,bisfénazone,bisfenazona,双苯那宗,,
ormetoprimum,ormetoprim,ormétoprime,ormetoprima,奥美普林,,
lotucainum,lotucaine,lotucaïne,lotucaína,洛土卡因,,
flesinoxanum,flesinoxan,flésinoxan,flesinoxano,氟辛克生,,
tilsuprostum,tilsuprost,tilsuprost,tilsuprost,替舒前列素,,
caramiphenum,caramiphen,caramiphène,caramifeno,卡拉美芬,,
,pristinamycin,pristinamycine,pristinamicina,普那霉素,,
flosatidilum,flosatidil,flosatidil,flosatidil,氟沙地尔,,
tolamololum,tolamolol,tolamolol,tolamolol,妥拉洛尔,,
phenylhydrargyri boras,phenylmercuric borate,borate de phénylmercure,borato de fenilmercurio,硼酸苯汞,,
butinazocinum,butinazocine,butinazocine,butinazocina,布替佐辛,,
ronipamilum,ronipamil,ronipamil,ronipamilo,罗尼帕米,,
propyromazini bromidum,propyromazine bromide,bromure de propyromazine,bromuro de propiromazina,溴吡马嗪,,
naranolum,naranol,naranol,naranol,萘拉诺,,
,chlormerodrin,chlormérodrine,clormerodrina,氯汞君,,
mopidamolum,mopidamol,mopidamol,mopidamol,莫哌达醇,,
piriprostum,piriprost,piriprost,piriprost,吡前列素,,
tralonidum,tralonide,tralonide,tralonida,曲洛奈德,,
dexormaplatinum,dexormaplatin,dexormaplatine,dexormaplatino,右奥马铂,,
mazaticolum,mazaticol,mazaticol,mazaticol,马扎替可,,
azaclorzinum,azaclorzine,azaclorzine,azaclorzina,氮氯嗪,,
sulfasomizolum,sulfasomizole,sulfasomizol,sulfasomizol,磺胺异噻唑,,
butilfeninum,butilfenin,butilfénine,butilfenina,丁苯宁,,
acidum iomorinicum,iomorinic acid,acide iomorinique,ácido iomorínico,碘吗酸,,
timepidii bromidum,timepidium bromide,bromure de timépidium,bromuro de timepidio,噻哌溴铵,,
elmustinum,elmustine,elmustine,elmustina,依莫司汀,,
lormetazepamum,lormetazepam,lormétazépam,lormetazepam,氯甲西泮,,
natrii picofosfas,sodium picofosfate,picofosfate de sodium,picofosfato de sodio,匹可磷酸钠,,
amindocatum,amindocate,amindocate,amindocato,氨吲哚酯,,
buparvaquonum,buparvaquone,buparvaquone,buparvacuona,布帕伐醌,,
difemetorexum,difemetorex,difémétorex,difemetorex,苯托雷司,,
lasalocidum,lasalocid,lasalocide,lasalócido,拉沙洛西,,
arprinocidum,arprinocid,arprinocide,arprinocida,阿普西特,,
tocofibratum,tocofibrate,tocofibrate,tocofibrato,托考贝特,,
propyli docetrizoas,propyl docetrizoate,docétrizoate de propyle,docetrizoato de propilo,碘泛影丙酯,,
chloropyrilenum,chloropyrilene,chloropyrilène,cloropirileno,氯吡林,,
brobactamum,brobactam,brobactam,brobactam,溴巴坦,,
transcainidum,transcainide,transcaïnide,transcainida,群司卡尼,,
cuprimyxinum,cuprimyxin,cuprimyxine,cuprimixina,铜迈星,,
sulosemidum,sulosemide,sulosémide,sulosemida,磺塞米,,
acidum prodolicum,prodolic acid,acide prodolique,ácido prodólico,普罗度酸,,
detorubicinum,detorubicin,détorubicine,detorubicina,地托比星,,
amantanii bromidum,amantanium bromide,bromure d'amantanium,bromuro de amantanio,金刚溴铵,,
robenidinum,robenidine,robénidine,robenidina,罗贝胍,,
flunoprostum,flunoprost,flunoprost,flunoprost,氟诺前列素,,
bambuterolum,bambuterol,bambutérol,bambuterol,班布特罗,,
,furobufen,furobufène,furobufén,呋罗布芬,,
,glutaral,glutaral,glutaral,戊二醛,,
,indalpine,indalpine,indalpina,吲达品,,
arfalasinum,arfalasin,arfalasine,arfalasina,阿法拉新,,
polacrilinum,polacrilin,polacriline,polacrilina,聚克立林,,
ketorolacum,ketorolac,kétorolac,ketorolaco,酮咯酸,,
esproquinum,esproquine,esproquine,esproquina,艾司丙喹,,
talisomycinum,talisomycin,talisomycine,talisomicina,他利霉素,,
ramnodiginum,ramnodigin,ramnodigine,ramnodigina,兰诺地近,,
fludrocortisonum,fludrocortisone,fludrocortisone,fludrocortisona,氟氢可的松,,
,lofexidine,lofexidine,lofexidina,洛非西定,,
,acediasulfone sodium,acédiasulfone sodique,acediasulfona de sodio,醋地砜钠,,
bisobrinum,bisobrin,bisobrine,bisobrina,比索布啉,,
,etofylline,étofylline,etofilina,乙羟茶碱,,
alexidinum,alexidine,alexidine,alexidina,阿来西定,,
sudoxicamum,sudoxicam,sudoxicam,sudoxicam,舒多昔康,,
trimazosinum,trimazosin,trimazosine,trimazosina,曲马唑嗪,,
pirlindolum,pirlindole,pirlindol,pirlindol,吡吲哚,,
acidum clodronicum,clodronic acid,acide clodronique,ácido clodrónico,氯屈膦酸,,
butocrololum,butocrolol,butocrolol,butocrolol,布托洛尔,,
acesulfamum,acesulfame,acésulfame,acesulfamo,乙酰舒泛,,
azercabtagenum zapreleucelum,azercabtagene zapreleucel,azercabtagène zapréleucel,azercabtagén zapreleucel,艾泽妥基仑赛,,
fosazepamum,fosazepam,fosazépam,fosazepam,膦西泮,,
clocoumarolum,clocoumarol,clocoumarol,clocumarol,氯香豆素,,
alclometasonum,alclometasone,alclométasone,alclometasona,阿氯米松,,
emilii tosilas,emilium tosilate,tosilate d'émilium,tosilato de emilio,托西依米铵,,
lodoxamidum,lodoxamide,lodoxamide,lodoxamida,洛度沙胺,,
niometacinum,niometacin,niométacine,niometacina,尼奥美辛,,
pariglasgenum brecaparvovecum,pariglasgene brecaparvovec,pariglasgène brécaparvovec,pariglasgén brecaparvovec,布哌格基,,
